label,nmse_db,cdf
"Approach 1, \thz CSI input",1.62040174493211,0.814352891337941
"Approach 1, \thz CSI input",1.86149669732164,0.818767904009269
"Approach 1, \thz CSI input",2.10259164971117,0.820726173665159
"Approach 1, \thz CSI input",2.3436866021007,0.821661801577852
"Approach 1, \thz CSI input",2.58478155449023,0.823464148581279
"Approach 1, \thz CSI input",2.82587650687976,0.829300497109384
"Approach 1, \thz CSI input",3.06697145926929,0.832974268754717
"Approach 1, \thz CSI input",3.30806641165881,0.837326225502223
"Approach 1, \thz CSI input",3.54916136404835,0.842113341508397
"Approach 1, \thz CSI input",3.79025631643787,0.857376367088767
"Approach 1, \thz CSI input",4.0313512688274,0.860944829985607
"Approach 1, \thz CSI input",4.27244622121693,0.867583524517316
"Approach 1, \thz CSI input",4.51354117360646,0.874276829355209
"Approach 1, \thz CSI input",4.75463612599599,0.876433432877072
"Approach 1, \thz CSI input",4.99573107838552,0.885029284462658
"Approach 1, \thz CSI input",5.23682603077505,0.889469627702948
"Approach 1, \thz CSI input",5.47792098316458,0.904264256141519
"Approach 1, \thz CSI input",5.71901593555411,0.911976169406627
"Approach 1, \thz CSI input",5.96011088794363,0.91614069365829
"Approach 1, \thz CSI input",6.20120584033316,0.920870045359432
"Approach 1, \thz CSI input",6.44230079272269,0.929944675303683
"Approach 1, \thz CSI input",6.68339574511222,0.934312684574086
"Approach 1, \thz CSI input",6.92449069750175,0.938067417549795
"Approach 1, \thz CSI input",7.16558564989128,0.940394299120313
"Approach 1, \thz CSI input",7.4066806022808,0.942978385082422
"Approach 1, \thz CSI input",7.64777555467034,0.946347550265689
"Approach 1, \thz CSI input",7.88887050705987,0.949263456529145
"Approach 1, \thz CSI input",8.12996545944939,0.951962141692249
"Approach 1, \thz CSI input",8.37106041183892,0.95463854845268
"Approach 1, \thz CSI input",8.61215536422845,0.956149212093687
"Approach 1, \thz CSI input",8.85325031661798,0.958131005038945
"Approach 1, \thz CSI input",9.09434526900751,0.958450013482995
"Approach 1, \thz CSI input",9.33544022139704,0.958769021927045
"Approach 1, \thz CSI input",9.57653517378657,0.959088030371095
"Approach 1, \thz CSI input",9.81763012617609,0.96146296096272
"Approach 1, \thz CSI input",10.0587250785656,0.963210616229243
"Approach 1, \thz CSI input",10.2998200309552,0.965082534000179
"Approach 1, \thz CSI input",10.5409149833447,0.967164322049387
"Approach 1, \thz CSI input",10.7820099357342,0.968906134229082
"Approach 1, \thz CSI input",11.0231048881237,0.971497061287833
"Approach 1, \thz CSI input",11.2641998405133,0.97428495864688
"Approach 1, \thz CSI input",11.5052947929028,0.976411989650242
"Approach 1, \thz CSI input",11.7463897452923,0.978005876372963
"Approach 1, \thz CSI input",11.9874846976819,0.985140062271003
"Approach 1, \thz CSI input",12.2285796500714,0.986057031576179
"Approach 1, \thz CSI input",12.4696746024609,0.986634283987124
"Approach 1, \thz CSI input",12.7107695548504,0.988599038540342
"Approach 1, \thz CSI input",12.95186450724,0.989703084559573
"Approach 1, \thz CSI input",13.1929594596295,0.990369781510843
"Approach 1, \thz CSI input",13.434054412019,0.992435521183286
"Approach 1, \thz CSI input",13.6751493644086,0.994283360656268
"Approach 1, \thz CSI input",13.9162443167981,0.994700472024169
"Approach 1, \thz CSI input",14.1573392691876,0.99511758339207
"Approach 1, \thz CSI input",14.3984342215771,0.995851953859166
"Approach 1, \thz CSI input",14.6395291739667,0.9965119962438
"Approach 1, \thz CSI input",14.8806241263562,0.996846983186106
"Approach 1, \thz CSI input",15.1217190787457,0.997181970128413
"Approach 1, \thz CSI input",15.3628140311353,0.99751695707072
"Approach 1, \thz CSI input",15.6039089835248,0.997682368718097
"Approach 1, \thz CSI input",15.8450039359143,0.997790156839966
"Approach 1, \thz CSI input",16.0860988883038,0.997897944961835
"Approach 1, \thz CSI input",16.3271938406934,0.998005733083704
"Approach 1, \thz CSI input",16.5682887930829,0.998113521205573
"Approach 1, \thz CSI input",16.8093837454724,0.998221309327441
"Approach 1, \thz CSI input",17.050478697862,0.99832909744931
"Approach 1, \thz CSI input",17.2915736502515,0.998436885571179
"Approach 1, \thz CSI input",17.532668602641,0.998544673693048
"Approach 1, \thz CSI input",17.7737635550306,0.998652461814917
"Approach 1, \thz CSI input",18.0148585074201,0.998760249936786
"Approach 1, \thz CSI input",18.2559534598096,0.998887500709844
"Approach 1, \thz CSI input",18.4970484121991,0.999026563121113
"Approach 1, \thz CSI input",18.7381433645887,0.999165625532383
"Approach 1, \thz CSI input",18.9792383169782,0.999304687943652
"Approach 1, \thz CSI input",19.2203332693677,0.999443750354922
"Approach 1, \thz CSI input",19.4614282217573,0.999582812766191
"Approach 1, \thz CSI input",19.7025231741468,0.999721875177461
"Approach 1, \thz CSI input",19.9436181265363,0.999860937588731
"Approach 1, \thz CSI input",20.1847130789258,1.0
